,ticker,industry,market_cap,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-05-04,2022-05-05,2022-05-06,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-27,2022-06-28,2022-06-29,2022-06-30
100,THD,Bất động sản - Xây dựng,19845.0,0.0,0.57,0.76,0.87,-0.87,-1.18,-1.98,-4.52,-4.07,-11.89,-20.67,-28.57,-35.71,-35.22,-36.47,-35.68,-34.65,-34.54,-34.35,-34.08,-33.97,-33.32,-33.09,-33.09,-34.35,-34.04,-33.93,-33.13,-32.94,-32.83,-33.66,-33.28,-34.19,-33.81,-34.23,-33.93,-34.57,-33.81,-33.62,-34.08,-34.95,-34.84,-34.61,-34.99,-35.9,-35.45,-35.14,-34.95,-36.17,-35.49,-35.14,-35.07,-35.18,-35.03,-35.87,-35.49,-36.09,-35.98,0.0,-35.22,-35.03,-36.06,-37.8,-39.17,-39.93,-39.48,-39.4,0.0,-42.14,-43.2,-47.38,-51.75,-55.17,-59.38,-58.28,-56.76,-56.31,-55.24,-56.5,-55.93,-58.43,-62.58,-61.44,-60.64,-64.48,-67.9,-69.22,-72.19,-74.81,-77.13,-78.72,-78.61,-78.46,-78.15,-78.15,-79.86,-81.53,-83.09,-84.42,-84.35,-84.35,-84.73,-85.33,-85.07,-85.18,-85.14,-85.41,-84.08,-82.52,-80.78,-79.48,-79.48,-79.18,-79.03,-78.5,-78.34,-78.31,-78.19,-78.34,-78.46
101,THI,Công nghệ,1171.2,0.0,-0.49,-1.63,3.91,4.23,4.07,3.26,0.98,-2.28,-8.14,-4.89,-3.09,-3.26,-4.72,-4.72,-6.03,-8.79,-8.79,-10.1,-8.79,-8.47,-5.7,-5.7,-5.86,-7.0,-7.0,-5.05,-6.51,-8.79,-7.33,-8.79,-8.79,-8.96,-8.79,-8.79,-7.17,-7.17,-7.17,-7.49,-8.79,-8.47,-8.79,-8.14,-8.14,-8.79,-8.79,-7.82,-8.79,-8.79,-7.17,-7.17,-9.12,-7.65,-7.82,-4.56,-3.91,-3.91,-3.91,-2.28,-2.61,-2.93,-3.26,-5.54,-5.54,-5.54,-5.7,-6.19,-6.19,-8.79,-5.54,-7.82,-2.61,-7.17,-2.77,-5.54,-5.54,-11.56,-8.79,-8.79,-11.07,-11.07,-15.31,-15.31,-15.31,-17.26,-17.26,-15.96,-14.33,-12.21,-9.45,-9.45,-14.98,-14.98,-14.98,-12.21,-14.5,-10.91,-12.05,-10.91,-12.05,-12.05,-8.79,-12.05,-8.79,-8.79,-8.79,-12.7,-12.7,-12.7,-12.7,-16.12,-16.94,-18.57,-14.01,-14.17,-19.38,-17.92,-22.64,-22.15,-18.57
102,TLG,Hàng tiêu dùng,3850.83,0.0,-2.45,-3.34,-6.57,-10.47,-8.46,-7.24,-6.9,-7.02,-9.58,-9.8,-8.8,-8.24,-9.58,-9.58,-9.8,-9.47,-9.58,-7.24,-5.12,-5.12,-4.23,-0.67,-3.12,-2.56,-1.78,-3.45,-2.0,-2.45,-3.23,-4.12,-4.01,-3.9,-3.12,-2.45,-0.89,-0.89,-1.56,-1.22,-1.22,2.23,0.45,3.34,5.12,3.12,2.0,4.45,4.68,4.12,4.12,1.78,1.89,2.12,0.22,1.89,2.0,2.0,4.23,3.01,2.45,2.34,3.79,4.34,4.23,2.34,4.34,2.45,4.12,7.24,7.24,3.79,2.45,0.22,-4.34,1.89,4.23,2.45,2.45,6.01,4.68,2.45,-1.56,-0.22,0.22,-4.23,-10.69,-6.68,-1.56,-2.45,-3.23,-5.57,-5.35,-5.79,-5.23,-5.57,-4.45,-5.35,-4.57,-0.45,-2.0,-0.67,2.23,2.23,5.12,6.9,6.24,2.23,1.34,0.45,2.23,0.22,-3.79,-2.67,-2.12,-0.45,-0.33,6.57,10.02,10.02,10.47
103,TMP,Năng lượng,3745.0,0.0,0.0,-0.38,-0.38,-3.62,-4.38,-0.95,-0.95,1.52,1.71,1.71,2.86,2.86,3.62,4.76,6.67,8.19,8.38,8.95,8.57,9.33,9.52,8.95,9.33,9.33,16.19,15.81,16.57,16.57,15.24,15.24,13.9,8.95,14.1,12.95,11.81,8.57,11.24,12.0,12.38,12.95,13.9,14.29,14.29,15.81,9.14,12.76,14.1,12.38,12.38,12.38,12.19,11.43,10.48,11.62,14.29,14.29,14.29,14.29,14.86,15.24,16.19,14.29,14.29,14.29,16.19,16.19,17.14,17.14,18.1,17.14,18.1,18.67,15.62,16.19,20.0,18.1,18.1,15.24,14.29,14.86,15.62,23.62,26.48,27.62,19.81,24.19,27.43,27.43,25.52,17.33,16.57,18.1,16.95,14.29,17.52,17.71,17.71,16.19,16.19,12.57,16.76,17.52,18.48,18.67,18.29,15.05,15.62,7.62,13.71,14.29,10.48,5.9,3.05,0.57,6.1,5.9,5.9,3.81,3.81
104,TMS,Công nghiệp - Hàng không,8680.51,0.0,-0.65,0.65,-0.92,-3.92,-4.18,-6.01,-4.58,-5.36,-6.14,-8.5,-8.63,-8.76,-8.37,-8.5,-8.89,-9.02,-8.89,-3.4,-0.52,-0.52,0.39,0.65,0.65,-1.96,0.0,0.0,-1.05,5.75,13.07,20.26,22.61,20.26,23.53,22.88,21.18,18.3,20.65,20.26,21.31,17.65,20.78,18.95,18.95,18.3,17.65,16.34,17.25,17.52,19.35,27.58,36.47,46.01,45.1,47.06,57.25,60.13,58.04,51.63,42.48,43.79,44.84,44.97,41.18,38.56,39.61,41.18,50.98,52.16,52.68,43.92,41.18,41.18,31.37,37.91,37.25,38.04,43.79,48.37,49.93,48.37,38.04,38.04,37.78,29.02,24.18,20.13,21.83,20.26,20.26,17.52,10.07,13.59,20.92,21.57,21.57,18.56,17.65,18.95,18.95,15.16,17.65,16.99,19.48,23.53,22.22,13.73,9.8,6.67,12.42,8.24,4.71,1.44,4.44,9.41,9.15,9.8,8.89,8.37,5.62
105,TNG,Hàng tiêu dùng,3083.45,0.0,3.01,3.01,8.73,2.41,0.3,-3.31,-3.61,-2.11,-11.14,-11.14,-9.64,-7.23,-7.53,-16.27,-14.76,-15.66,-18.07,-15.66,-11.14,-7.23,-7.83,-6.02,-6.93,-7.23,-6.63,-4.52,-4.22,-0.6,-0.6,-3.01,0.0,2.41,3.61,5.42,2.71,2.71,10.54,7.53,8.43,1.81,-0.6,0.3,1.81,-0.6,-0.6,2.41,2.41,1.2,1.51,1.51,1.2,2.71,8.13,15.06,13.86,20.48,16.57,0.0,14.46,15.36,18.98,17.47,11.14,11.75,17.17,18.98,0.0,26.51,18.37,14.46,16.27,4.82,-5.42,-3.01,-0.6,-2.11,3.61,3.61,3.92,-2.71,-12.35,-7.23,-6.33,-15.66,-24.1,-25.6,-18.37,-17.17,-18.67,-17.77,-16.87,-14.16,-6.93,-6.93,-8.73,-9.34,-9.34,-5.12,-11.14,-12.65,-12.05,-3.31,-2.11,-0.6,-7.83,-16.57,-12.05,-12.05,-9.34,-3.31,-3.61,-9.64,-16.27,-9.04,-10.24,-7.83,-5.12,-6.63,-7.23
106,TPB,Tài chính,43181.93,0.0,-1.75,-1.75,-4.09,-5.38,-5.96,0.58,-1.4,-1.99,-5.96,-9.01,-7.95,-7.49,-6.43,-11.7,-7.02,-8.3,-5.96,-1.87,-2.46,-1.75,-2.92,-3.63,0.23,-6.43,-4.68,-5.5,-3.74,-4.56,-4.33,-2.92,-0.35,-3.51,-1.87,-1.17,0.12,-3.04,-2.92,-4.68,-8.77,-9.24,-9.24,-8.77,-9.59,-8.3,-6.67,-7.02,-7.37,-7.6,-6.67,-5.26,-6.32,-6.2,-6.67,-7.72,-5.73,-6.43,-6.08,-3.51,-3.51,-4.56,-3.74,-4.09,-5.96,-10.99,-6.43,-8.65,-12.63,-11.35,-15.32,-16.96,-18.6,-17.66,-19.3,-18.25,-18.6,-21.4,-21.4,-25.15,-20.0,-21.4,-26.08,-22.11,-21.75,-26.08,-29.82,-27.49,-22.81,-24.68,-27.13,-26.55,-29.82,-27.72,-25.38,-26.08,-24.44,-22.81,-24.33,-25.15,-25.15,-25.5,-28.19,-30.76,-29.24,-29.71,-30.53,-35.32,-38.01,-37.89,-37.31,-40.35,-41.4,-40.0,-38.71,-38.01,-39.18,-37.54,-35.44,-35.91,-36.49
107,TTF,Hàng tiêu dùng,2865.03,0.0,6.79,10.36,12.14,12.14,10.71,7.14,-0.36,0.71,-5.71,-2.86,-1.43,1.43,-0.71,-7.5,-8.21,-12.86,-17.86,-14.29,-8.57,-7.5,-6.79,-7.86,-6.07,-8.93,-8.21,-2.86,-0.71,-1.43,0.71,-2.14,0.36,7.14,7.14,8.21,6.79,12.5,12.14,12.14,11.79,8.57,8.93,11.07,18.57,20.36,20.0,21.43,20.36,21.43,22.86,21.07,19.29,20.36,21.43,15.0,22.86,21.79,19.29,20.36,16.43,15.0,7.14,6.07,5.36,0.0,6.07,2.14,2.86,-4.29,-10.71,-15.71,-10.0,-11.79,-15.71,-11.07,-9.64,-11.07,-9.64,-10.71,-14.29,-18.57,-23.93,-29.21,-28.57,-32.86,-37.5,-37.43,-33.14,-33.36,-34.79,-34.43,-35.71,-34.29,-31.64,-30.64,-31.86,-30.93,-30.57,-32.86,-33.57,-35.0,-36.14,-37.14,-33.93,-34.64,-34.64,-39.21,-41.36,-45.43,-45.71,-49.5,-53.0,-52.29,-50.29,-48.64,-48.07,-47.64,-45.36,-46.79,-49.07
108,VCB,Tài chính,350206.23,0.0,-1.27,0.13,1.01,0.63,0.51,1.27,3.67,5.57,9.11,10.89,8.1,6.84,12.91,17.72,21.27,19.62,15.19,12.66,16.96,16.46,14.94,15.57,13.92,8.86,10.13,10.13,10.76,10.38,10.63,9.87,10.0,7.97,7.72,6.96,7.59,7.59,8.23,7.47,7.47,3.16,5.06,5.7,6.08,6.58,2.66,4.43,5.06,6.58,7.47,7.47,7.47,5.7,4.43,4.3,3.67,3.8,3.92,4.81,4.56,5.06,7.09,5.06,5.06,4.3,4.3,2.53,1.52,-1.65,-1.65,-0.76,-0.76,4.05,3.54,1.9,3.16,3.16,2.41,1.14,2.53,0.51,-1.39,1.27,1.27,-2.53,-7.59,-6.08,-3.8,-4.56,-3.8,-4.68,-5.82,-4.3,-2.53,-2.91,-2.03,-1.27,-0.13,1.9,0.0,-1.9,0.89,2.53,0.25,-1.52,-1.65,-3.29,-2.53,-3.16,0.13,-3.67,-3.8,-1.65,-3.8,-3.92,-5.06,-5.19,-3.42,-4.43,-5.32
109,VCF,Hàng tiêu dùng,6312.54,0.0,3.03,3.03,3.03,3.03,3.03,6.1,6.1,6.1,6.66,6.66,6.66,5.89,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,-2.69,-2.69,-2.69,1.54,1.54,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.54,1.54,1.54,1.54,1.54,6.66,-0.73,-0.73,-0.73,-0.73,-0.73,1.96,1.96,1.96,5.8,13.05,19.45,19.45,11.35,11.35,3.71,3.71,-1.19,-1.19,4.74,-0.6,2.82,-1.19,4.52,2.43,4.52,2.39,2.39,2.39,8.79,8.79,8.79,8.79,8.79,15.19,15.19,15.19,15.19,13.05,8.79,8.79,8.79,8.79,8.79,8.79,7.51,7.51,7.51,8.79,8.79,8.79,8.79,1.58,6.66,0.73,0.73,0.73,0.73,1.75,1.45,1.45,2.39,2.39,2.39,2.39,2.39,-4.61,2.05,2.05,1.41,1.45,1.45,1.75,1.32,1.32,1.32,1.32,1.32,1.32,1.32
